dia,stock
41.0,138
42.0,132
43.0,128
44.0,125
45.0,119
46.0,109
47.0,105
48.0,97
49.0,93
50.0,86
51.0,81
52.0,78
53.0,73
54.0,67
55.0,60
56.0,53
57.0,51
58.0,186
59.0,182
60.0,175
61.0,172
62.0,168
63.0,159
64.0,153
65.0,148
66.0,143
67.0,138
68.0,134
69.0,129
70.0,125
71.0,122
72.0,116
73.0,110
74.0,105
75.0,100
76.0,94
77.0,92
78.0,87
79.0,82
80.0,75
81.0,73
82.0,70
83.0,66
84.0,63
85.0,59
86.0,189
87.0,183
88.0,179
89.0,172
90.0,169
91.0,165
92.0,163
93.0,159
94.0,155
95.0,151
96.0,145
97.0,140
98.0,130
99.0,121
100.0,117
101.0,110
102.0,106
103.0,102
104.0,95
105.0,91
106.0,87
107.0,82
108.0,76
109.0,70
110.0,66
111.0,63
112.0,57
113.0,54
114.0,48
115.0,180
116.0,176
117.0,170
118.0,168
119.0,166
120.0,163
121.0,157
122.0,152
123.0,148
124.0,141
125.0,137
126.0,130
127.0,127
128.0,124
129.0,118
130.0,111
131.0,106
132.0,102
133.0,96
134.0,94
135.0,87
136.0,83
137.0,77
138.0,69
139.0,65
140.0,56
141.0,50
142.0,187
143.0,183
144.0,178
145.0,175
146.0,169
147.0,167
148.0,161
149.0,159
150.0,155
151.0,150
152.0,147
153.0,144
154.0,141
155.0,137
156.0,134
157.0,129
158.0,124
159.0,118
160.0,114
161.0,110
162.0,106
163.0,102
164.0,97
165.0,95
166.0,91
167.0,82
168.0,76
169.0,73
170.0,69
171.0,67
172.0,61
173.0,57
174.0,191
175.0,186
176.0,181
177.0,168
178.0,164
179.0,157
180.0,154
181.0,149
182.0,142
183.0,137
184.0,128
185.0,122
186.0,118
187.0,113
188.0,109
189.0,108
190.0,101
191.0,100
192.0,90
193.0,82
194.0,74
195.0,72
196.0,67
197.0,63
198.0,59
199.0,51
200.0,45
201.0,181
202.0,174
203.0,164
204.0,158
205.0,154
206.0,150
207.0,146
208.0,141
209.0,137
210.0,131
211.0,128
212.0,122
213.0,118
214.0,112
215.0,105
216.0,102
217.0,96
218.0,91
219.0,86
220.0,79
221.0,71
222.0,70
223.0,67
224.0,65
225.0,62
226.0,56
227.0,191
228.0,185
229.0,181
230.0,173
231.0,168
232.0,167
233.0,159
234.0,149
235.0,148
236.0,147
237.0,140
238.0,139
239.0,135
240.0,131
241.0,126
242.0,119
243.0,117
244.0,114
245.0,111
246.0,108
247.0,105
248.0,102
249.0,93
250.0,87
251.0,83
252.0,82
253.0,78
254.0,69
255.0,64
256.0,61
257.0,56
258.0,190
259.0,186
260.0,179
261.0,172
262.0,162
263.0,156
264.0,154
265.0,150
266.0,145
267.0,140
268.0,131
269.0,129
270.0,120
271.0,118
272.0,114
273.0,110
274.0,107
275.0,100
276.0,93
277.0,89
278.0,80
279.0,76
280.0,71
281.0,69
282.0,60
283.0,57
284.0,191
285.0,182
286.0,180
287.0,176
288.0,168
289.0,160
290.0,155
291.0,151
292.0,148
293.0,143
294.0,137
295.0,133
296.0,124
297.0,123
298.0,119
299.0,117
300.0,116
301.0,111
302.0,104
303.0,97
304.0,93
305.0,89
306.0,80
307.0,73
308.0,69
309.0,64
310.0,58
311.0,52
312.0,49
313.0,181
314.0,178
315.0,172
316.0,169
317.0,166
318.0,162
319.0,154
320.0,144
321.0,139
322.0,135
323.0,127
324.0,120
325.0,115
326.0,110
327.0,109
328.0,103
329.0,98
330.0,92
331.0,87
332.0,83
333.0,79
334.0,72
335.0,65
336.0,61
337.0,58
338.0,54
339.0,189
340.0,185
341.0,176
342.0,169
343.0,166
344.0,162
345.0,157
346.0,149
347.0,142
348.0,138
349.0,132
350.0,121
351.0,115
352.0,109
353.0,100
354.0,94
355.0,93
356.0,85
357.0,81
358.0,73
359.0,68
360.0,63
361.0,58
362.0,50
363.0,186
364.0,180
365.0,176
0.0,200
1.0,196
2.0,191
3.0,186
4.0,182
5.0,180
6.0,169
7.0,164
8.0,156
9.0,153
10.0,149
11.0,145
12.0,135
13.0,127
14.0,124
15.0,120
16.0,112
17.0,108
18.0,104
19.0,99
20.0,95
21.0,90
22.0,86
23.0,80
24.0,76
25.0,71
26.0,67
27.0,64
28.0,62
29.0,58
30.0,53
31.0,51
32.0,185
33.0,184
34.0,179
35.0,174
36.0,170
37.0,167
38.0,166
39.0,161
40.0,156
41.0,149
42.0,145
43.0,131
44.0,127
45.0,124
46.0,118
47.0,112
48.0,108
49.0,106
50.0,99
51.0,95
52.0,89
53.0,86
54.0,81
55.0,78
56.0,75
57.0,70
58.0,64
59.0,59
60.0,52
61.0,188
62.0,183
63.0,177
64.0,174
65.0,170
66.0,168
67.0,161
68.0,157
69.0,154
70.0,147
71.0,141
72.0,141
73.0,139
74.0,138
75.0,136
76.0,130
77.0,128
78.0,122
79.0,115
80.0,115
81.0,110
82.0,106
83.0,101
84.0,96
85.0,87
86.0,80
87.0,78
88.0,74
89.0,65
90.0,58
91.0,55
92.0,49
93.0,183
94.0,179
95.0,170
96.0,167
97.0,161
98.0,153
99.0,144
100.0,144
101.0,140
102.0,136
103.0,130
104.0,124
105.0,118
106.0,112
107.0,104
108.0,100
109.0,94
110.0,87
111.0,75
112.0,69
113.0,62
114.0,56
115.0,53
116.0,191
117.0,185
118.0,183
119.0,173
120.0,169
121.0,166
122.0,162
123.0,158
124.0,152
125.0,147
126.0,141
127.0,140
128.0,133
129.0,130
130.0,126
131.0,123
132.0,118
133.0,112
134.0,107
135.0,105
136.0,101
137.0,97
138.0,93
139.0,91
140.0,87
141.0,79
142.0,74
143.0,69
144.0,60
145.0,57
146.0,190
147.0,186
148.0,179
149.0,178
150.0,172
151.0,167
152.0,163
153.0,161
154.0,156
155.0,155
156.0,148
157.0,144
158.0,139
159.0,131
160.0,128
161.0,123
162.0,117
163.0,115
164.0,111
165.0,106
166.0,101
167.0,98
168.0,95
169.0,85
170.0,77
171.0,69
172.0,62
173.0,58
174.0,192
175.0,187
176.0,183
177.0,175
178.0,174
179.0,168
180.0,163
181.0,158
182.0,153
183.0,148
184.0,144
185.0,140
186.0,132
187.0,125
188.0,117
189.0,111
190.0,108
191.0,100
192.0,97
193.0,94
194.0,88
195.0,87
196.0,85
197.0,78
198.0,67
199.0,59
200.0,56
201.0,50
202.0,183
203.0,178
204.0,177
205.0,169
206.0,163
207.0,155
208.0,150
209.0,147
210.0,144
211.0,137
212.0,135
213.0,128
214.0,119
215.0,114
216.0,107
217.0,102
218.0,98
219.0,94
220.0,90
221.0,83
222.0,73
223.0,67
224.0,60
225.0,54
226.0,187
227.0,182
228.0,176
229.0,172
230.0,166
231.0,158
232.0,153
233.0,151
234.0,144
235.0,136
236.0,131
237.0,125
238.0,119
239.0,115
240.0,111
241.0,105
242.0,99
243.0,88
244.0,84
245.0,75
246.0,70
247.0,69
248.0,64
249.0,59
250.0,53
251.0,50
252.0,186
253.0,177
254.0,171
255.0,171
256.0,165
257.0,163
258.0,159
259.0,153
260.0,148
261.0,146
262.0,140
263.0,132
264.0,129
265.0,126
266.0,123
267.0,119
268.0,115
269.0,111
270.0,107
271.0,101
272.0,96
273.0,95
274.0,86
275.0,78
276.0,65
277.0,62
278.0,59
279.0,52
280.0,188
281.0,184
282.0,183
283.0,179
284.0,176
285.0,175
286.0,172
287.0,165
288.0,163
289.0,158
290.0,156
291.0,150
292.0,145
293.0,141
294.0,133
295.0,125
296.0,117
297.0,112
298.0,107
299.0,105
300.0,95
301.0,90
302.0,88
303.0,79
304.0,71
305.0,68
306.0,62
307.0,53
308.0,47
309.0,184
310.0,182
311.0,177
312.0,174
313.0,167
314.0,165
315.0,161
316.0,154
317.0,150
318.0,141
319.0,135
320.0,131
321.0,127
322.0,125
323.0,121
324.0,119
325.0,113
326.0,107
327.0,98
328.0,94
329.0,90
330.0,87
331.0,84
332.0,76
333.0,73
334.0,68
335.0,66
336.0,65
337.0,61
338.0,58
339.0,193
340.0,189
341.0,185
342.0,179
343.0,175
344.0,169
345.0,163
346.0,156
347.0,153
348.0,147
349.0,142
350.0,136
351.0,131
352.0,124
353.0,116
354.0,114
355.0,109
356.0,106
357.0,103
358.0,100
359.0,96
360.0,88
361.0,82
362.0,78
363.0,74
364.0,67
365.0,62
0.0,200
1.0,195
2.0,192
3.0,187
4.0,183
5.0,180
6.0,177
7.0,173
8.0,171
9.0,168
10.0,164
11.0,160
12.0,155
13.0,153
14.0,146
15.0,141
16.0,138
17.0,135
18.0,130
19.0,121
20.0,120
21.0,114
22.0,109
23.0,101
24.0,95
25.0,87
26.0,81
27.0,71
28.0,64
29.0,59
30.0,56
31.0,189
32.0,187
33.0,182
34.0,174
35.0,171
36.0,164
37.0,160
38.0,155
39.0,147
40.0,143
41.0,138
42.0,133
43.0,129
44.0,123
45.0,117
46.0,113
47.0,109
48.0,106
49.0,102
50.0,100
51.0,94
52.0,89
53.0,83
54.0,79
55.0,75
56.0,67
57.0,64
58.0,58
59.0,54
60.0,189
61.0,185
62.0,180
63.0,171
64.0,164
65.0,160
66.0,154
67.0,151
68.0,145
69.0,138
70.0,131
71.0,127
72.0,124
73.0,121
74.0,115
75.0,107
76.0,103
77.0,97
78.0,94
79.0,92
80.0,86
81.0,81
82.0,77
83.0,73
84.0,70
85.0,66
86.0,61
87.0,59
88.0,55
89.0,191
90.0,183
91.0,179
92.0,176
93.0,173
94.0,161
95.0,160
96.0,158
97.0,156
98.0,150
99.0,148
100.0,146
101.0,139
102.0,135
103.0,133
104.0,124
105.0,121
106.0,118
107.0,109
108.0,102
109.0,97
110.0,92
111.0,89
112.0,82
113.0,73
114.0,65
115.0,63
116.0,59
117.0,56
118.0,191
119.0,185
120.0,179
121.0,168
122.0,160
123.0,154
124.0,150
125.0,147
126.0,141
127.0,135
128.0,131
129.0,127
130.0,119
131.0,117
132.0,114
133.0,112
134.0,110
135.0,106
136.0,103
137.0,96
138.0,93
139.0,87
140.0,78
141.0,74
142.0,70
143.0,67
144.0,64
145.0,58
146.0,195
147.0,188
148.0,181
149.0,178
150.0,176
151.0,165
152.0,160
153.0,156
154.0,149
155.0,141
156.0,137
157.0,131
158.0,125
159.0,118
160.0,110
161.0,101
162.0,97
163.0,92
164.0,87
165.0,81
166.0,78
167.0,72
168.0,66
169.0,65
170.0,62
171.0,56
172.0,186
173.0,184
174.0,179
175.0,175
176.0,166
177.0,162
178.0,155
179.0,151
180.0,146
181.0,141
182.0,139
183.0,135
184.0,130
185.0,126
186.0,124
187.0,121
188.0,116
189.0,114
190.0,109
191.0,105
192.0,100
193.0,93
194.0,87
195.0,84
196.0,78
197.0,73
198.0,70
199.0,65
200.0,61
201.0,54
202.0,50
203.0,184
204.0,173
205.0,169
206.0,162
207.0,159
208.0,149
209.0,143
210.0,134
211.0,127
212.0,122
213.0,113
214.0,108
215.0,102
216.0,97
217.0,94
218.0,89
219.0,82
220.0,77
221.0,69
222.0,66
223.0,64
224.0,56
225.0,50
226.0,43
227.0,174
228.0,169
229.0,166
230.0,161
231.0,154
232.0,151
233.0,145
234.0,142
235.0,138
236.0,133
237.0,129
238.0,124
239.0,120
240.0,116
241.0,113
242.0,109
243.0,105
244.0,96
245.0,93
246.0,91
247.0,89
248.0,84
249.0,79
250.0,72
251.0,67
252.0,58
253.0,54
254.0,47
255.0,183
256.0,178
257.0,172
258.0,167
259.0,163
260.0,158
261.0,156
262.0,150
263.0,146
264.0,142
265.0,141
266.0,140
267.0,135
268.0,132
269.0,125
270.0,118
271.0,108
272.0,105
273.0,101
274.0,94
275.0,85
276.0,83
277.0,79
278.0,74
279.0,68
280.0,67
281.0,60
282.0,51
283.0,47
284.0,181
285.0,176
286.0,170
287.0,167
288.0,161
289.0,154
290.0,144
291.0,140
292.0,137
293.0,133
294.0,128
295.0,125
296.0,122
297.0,119
298.0,111
299.0,104
300.0,101
301.0,98
302.0,92
303.0,85
304.0,83
305.0,76
306.0,67
307.0,64
308.0,57
309.0,55
310.0,191
311.0,184
312.0,179
313.0,172
314.0,165
315.0,158
316.0,154
317.0,150
318.0,147
319.0,137
320.0,133
321.0,125
322.0,118
323.0,113
324.0,108
325.0,98
326.0,94
327.0,92
328.0,86
329.0,81
330.0,75
331.0,65
332.0,60
333.0,54
334.0,189
335.0,183
336.0,178
337.0,171
338.0,163
339.0,158
340.0,155
341.0,151
342.0,146
343.0,141
344.0,138
345.0,135
346.0,130
347.0,125
348.0,119
349.0,114
350.0,109
351.0,106
352.0,99
353.0,90
354.0,84
355.0,79
356.0,76
357.0,73
358.0,69
359.0,63
360.0,58
361.0,194
362.0,191
363.0,188
364.0,183
365.0,179
0.0,200
1.0,194
2.0,188
3.0,184
4.0,178
5.0,171
6.0,167
7.0,165
8.0,161
9.0,155
10.0,152
11.0,145
12.0,139
13.0,131
14.0,128
15.0,124
16.0,119
17.0,114
18.0,106
19.0,99
20.0,92
21.0,86
22.0,76
23.0,65
24.0,61
25.0,54
26.0,192
27.0,189
28.0,186
29.0,178
30.0,171
31.0,166
32.0,160
33.0,154
34.0,152
35.0,143
36.0,140
37.0,138
38.0,127
39.0,121
40.0,116
41.0,114
42.0,109
43.0,105
44.0,99
45.0,92
46.0,86
47.0,83
48.0,79
49.0,74
50.0,68
51.0,64
52.0,57
53.0,53
54.0,48
55.0,184
56.0,183
57.0,176
58.0,171
59.0,169
60.0,165
61.0,162
62.0,160
63.0,151
64.0,145
65.0,140
66.0,135
67.0,128
68.0,123
69.0,119
70.0,113
71.0,105
72.0,91
73.0,86
74.0,79
75.0,74
76.0,68
77.0,60
78.0,57
79.0,195
80.0,187
81.0,181
82.0,177
83.0,173
84.0,167
85.0,160
86.0,152
87.0,147
88.0,147
89.0,143
90.0,140
91.0,136
92.0,129
93.0,120
94.0,117
95.0,114
96.0,110
97.0,105
98.0,104
99.0,96
100.0,93
101.0,91
102.0,87
103.0,82
104.0,76
105.0,73
106.0,70
107.0,67
108.0,62
109.0,57
110.0,191
111.0,183
112.0,179
113.0,174
114.0,161
115.0,158
116.0,154
117.0,148
118.0,145
119.0,142
120.0,136
121.0,135
122.0,133
123.0,128
124.0,121
125.0,116
126.0,108
127.0,103
128.0,99
129.0,95
130.0,90
131.0,88
132.0,82
133.0,80
134.0,77
135.0,71
136.0,66
137.0,62
138.0,60
139.0,56
140.0,54
141.0,187
142.0,181
143.0,175
144.0,166
145.0,161
146.0,159
147.0,155
148.0,150
149.0,144
150.0,142
151.0,134
152.0,131
153.0,126
154.0,120
155.0,113
156.0,111
157.0,106
158.0,101
159.0,97
160.0,93
161.0,91
162.0,89
163.0,86
164.0,80
165.0,75
166.0,69
167.0,60
168.0,55
169.0,190
170.0,189
171.0,186
172.0,180
173.0,174
174.0,169
175.0,166
176.0,160
177.0,157
178.0,150
179.0,145
180.0,141
181.0,139
182.0,134
183.0,133
184.0,128
185.0,121
186.0,121
187.0,118
188.0,112
189.0,108
190.0,106
191.0,98
192.0,87
193.0,82
194.0,75
195.0,70
196.0,61
197.0,55
198.0,191
199.0,186
200.0,183
201.0,179
202.0,175
203.0,169
204.0,164
205.0,164
206.0,160
207.0,157
208.0,152
209.0,148
210.0,142
211.0,138
212.0,131
213.0,129
214.0,123
215.0,119
216.0,114
217.0,111
218.0,108
219.0,103
220.0,98
221.0,92
222.0,86
223.0,82
224.0,77
225.0,71
226.0,67
227.0,62
228.0,53
229.0,44
230.0,182
231.0,178
232.0,172
233.0,166
234.0,160
235.0,156
236.0,146
237.0,141
238.0,136
239.0,134
240.0,128
241.0,125
242.0,122
243.0,120
244.0,118
245.0,113
246.0,110
247.0,104
248.0,97
249.0,94
250.0,90
251.0,87
252.0,82
253.0,80
254.0,78
255.0,74
256.0,70
257.0,65
258.0,64
259.0,59
260.0,53
261.0,185
262.0,181
263.0,172
264.0,165
265.0,158
266.0,156
267.0,151
268.0,145
269.0,142
270.0,136
271.0,130
272.0,122
273.0,117
274.0,110
275.0,107
276.0,104
277.0,97
278.0,89
279.0,84
280.0,80
281.0,74
282.0,68
283.0,63
284.0,59
285.0,58
286.0,190
287.0,186
288.0,180
289.0,175
290.0,167
291.0,162
292.0,159
293.0,155
294.0,149
295.0,139
296.0,133
297.0,129
298.0,124
299.0,122
300.0,116
301.0,113
302.0,110
303.0,102
304.0,98
305.0,92
306.0,85
307.0,79
308.0,73
309.0,68
310.0,63
311.0,56
312.0,194
313.0,190
314.0,183
315.0,172
316.0,167
317.0,165
318.0,161
319.0,156
320.0,153
321.0,149
322.0,147
323.0,142
324.0,138
325.0,130
326.0,122
327.0,118
328.0,111
329.0,104
330.0,102
331.0,99
332.0,94
333.0,86
334.0,80
335.0,75
336.0,66
337.0,62
338.0,61
339.0,55
340.0,189
341.0,186
342.0,180
343.0,172
344.0,168
345.0,163
346.0,156
347.0,153
348.0,149
349.0,143
350.0,140
351.0,132
352.0,121
353.0,117
354.0,113
355.0,110
356.0,107
357.0,102
358.0,95
359.0,92
360.0,84
361.0,80
362.0,75
363.0,69
364.0,66
365.0,62
0.0,200
1.0,197
2.0,194
3.0,192
4.0,188
5.0,183
6.0,181
7.0,172
8.0,166
9.0,163
10.0,157
11.0,152
12.0,147
13.0,144
14.0,141
15.0,134
16.0,129
17.0,121
18.0,116
19.0,112
20.0,108
21.0,103
22.0,96
23.0,88
24.0,83
25.0,76
26.0,70
27.0,68
28.0,63
29.0,52
30.0,45
31.0,179
32.0,171
33.0,164
34.0,159
35.0,155
36.0,148
37.0,140
38.0,133
39.0,123
40.0,122
41.0,119
42.0,115
43.0,107
44.0,100
45.0,94
46.0,88
47.0,80
48.0,73
49.0,67
50.0,59
51.0,57
52.0,53
53.0,187
54.0,184
55.0,177
56.0,169
57.0,166
58.0,165
59.0,160
60.0,156
61.0,152
62.0,146
63.0,143
64.0,138
65.0,134
66.0,129
67.0,125
68.0,119
69.0,107
70.0,102
71.0,95
72.0,94
73.0,87
74.0,80
75.0,76
76.0,75
77.0,69
78.0,66
79.0,62
80.0,54
81.0,185
82.0,180
83.0,172
84.0,166
85.0,164
86.0,156
87.0,149
88.0,142
89.0,136
90.0,130
91.0,126
92.0,118
93.0,113
94.0,107
95.0,101
96.0,92
97.0,88
98.0,81
99.0,76
100.0,76
101.0,73
102.0,67
103.0,65
104.0,61
105.0,50
106.0,49
107.0,182
108.0,174
109.0,171
110.0,167
111.0,163
112.0,160
113.0,157
114.0,145
115.0,141
116.0,137
117.0,134
118.0,127
119.0,124
120.0,118
121.0,113
122.0,105
123.0,95
124.0,91
125.0,87
126.0,85
127.0,81
128.0,77
129.0,73
130.0,66
131.0,66
132.0,66
133.0,55
134.0,49
135.0,44
136.0,180
137.0,177
138.0,174
139.0,170
140.0,167
141.0,163
142.0,161
143.0,159
144.0,152
145.0,148
146.0,144
147.0,139
148.0,135
149.0,130
150.0,126
151.0,124
152.0,120
153.0,114
154.0,107
155.0,103
156.0,97
157.0,91
158.0,85
159.0,82
160.0,74
161.0,70
162.0,67
163.0,60
164.0,52
165.0,187
166.0,184
167.0,175
168.0,168
169.0,158
170.0,152
171.0,150
172.0,143
173.0,140
174.0,136
175.0,131
176.0,129
177.0,125
178.0,117
179.0,112
180.0,109
181.0,102
182.0,100
183.0,96
184.0,94
185.0,90
186.0,87
187.0,82
188.0,74
189.0,68
190.0,64
191.0,53
192.0,49
193.0,181
194.0,179
195.0,175
196.0,169
197.0,163
198.0,160
199.0,156
200.0,147
201.0,144
202.0,140
203.0,136
204.0,134
205.0,128
206.0,122
207.0,115
208.0,108
209.0,104
210.0,99
211.0,91
212.0,86
213.0,84
214.0,79
215.0,76
216.0,69
217.0,65
218.0,60
219.0,57
220.0,187
221.0,185
222.0,179
223.0,176
224.0,172
225.0,170
226.0,163
227.0,159
228.0,155
229.0,150
230.0,143
231.0,137
232.0,133
233.0,126
234.0,121
235.0,115
236.0,111
237.0,106
238.0,101
239.0,91
240.0,87
241.0,82
242.0,78
243.0,74
244.0,70
245.0,61
246.0,55
247.0,192
248.0,190
249.0,182
250.0,175
251.0,166
252.0,163
253.0,162
254.0,156
255.0,148
256.0,145
257.0,140
258.0,133
259.0,128
260.0,119
261.0,113
262.0,108
263.0,101
264.0,97
265.0,94
266.0,92
267.0,83
268.0,78
269.0,77
270.0,74
271.0,68
272.0,65
273.0,60
274.0,57
275.0,47
276.0,182
277.0,175
278.0,166
279.0,162
280.0,159
281.0,153
282.0,147
283.0,144
284.0,139
285.0,129
286.0,125
287.0,119
288.0,109
289.0,105
290.0,101
291.0,95
292.0,93
293.0,85
294.0,81
295.0,75
296.0,71
297.0,65
298.0,61
299.0,59
300.0,197
301.0,190
302.0,188
303.0,187
304.0,180
305.0,173
306.0,168
307.0,164
308.0,159
309.0,145
310.0,142
311.0,137
312.0,133
313.0,126
314.0,120
315.0,114
316.0,111
317.0,107
318.0,103
319.0,98
320.0,95
321.0,87
322.0,80
323.0,74
324.0,71
325.0,69
326.0,66
327.0,61
328.0,53
329.0,185
330.0,183
331.0,177
332.0,168
333.0,163
334.0,159
335.0,155
336.0,150
337.0,142
338.0,140
339.0,135
340.0,129
341.0,127
342.0,124
343.0,118
344.0,117
345.0,110
346.0,103
347.0,99
348.0,95
349.0,91
350.0,90
351.0,83
352.0,80
353.0,78
354.0,73
355.0,68
356.0,61
357.0,58
358.0,52
359.0,183
360.0,175
361.0,173
362.0,166
363.0,159
364.0,155
365.0,148
0.0,200
1.0,196
2.0,188
3.0,182
4.0,175
5.0,173
6.0,171
7.0,166
8.0,163
9.0,160
10.0,155
11.0,152
12.0,146
13.0,143
14.0,138
15.0,133
16.0,128
17.0,126
18.0,120
19.0,114
20.0,111
21.0,106
22.0,103
23.0,97
24.0,91
25.0,85
26.0,80
27.0,75
28.0,72
29.0,69
30.0,64
31.0,60
32.0,57
33.0,191
34.0,187
35.0,176
36.0,169
37.0,166
38.0,154
39.0,149
40.0,145
41.0,139
42.0,136
43.0,128
44.0,128
45.0,123
46.0,116
47.0,109
48.0,104
49.0,99
50.0,96
51.0,88
52.0,82
53.0,76
54.0,68
55.0,66
56.0,60
57.0,55
58.0,191
59.0,184
60.0,177
61.0,169
62.0,163
63.0,159
64.0,155
65.0,147
66.0,140
67.0,133
68.0,130
69.0,129
70.0,123
71.0,120
72.0,112
73.0,109
74.0,104
75.0,100
76.0,98
77.0,93
78.0,91
79.0,86
80.0,81
81.0,70
82.0,65
83.0,63
84.0,54
85.0,49
86.0,187
87.0,181
88.0,177
89.0,171
90.0,166
91.0,157
92.0,156
93.0,149
94.0,142
95.0,136
96.0,130
97.0,121
98.0,118
99.0,115
100.0,112
101.0,106
102.0,105
103.0,102
104.0,100
105.0,97
106.0,92
107.0,83
108.0,76
109.0,73
110.0,69
111.0,60
112.0,54
113.0,190
114.0,184
115.0,179
116.0,175
117.0,169
118.0,162
119.0,158
120.0,156
121.0,152
122.0,152
123.0,145
124.0,141
125.0,139
126.0,134
127.0,130
128.0,127
129.0,118
130.0,114
131.0,110
132.0,104
133.0,98
134.0,93
135.0,82
136.0,75
137.0,75
138.0,73
139.0,69
140.0,65
141.0,60
142.0,53
143.0,191
144.0,184
145.0,179
146.0,172
147.0,167
148.0,159
149.0,157
150.0,149
151.0,145
152.0,141
153.0,131
154.0,127
155.0,122
156.0,117
157.0,112
158.0,109
159.0,105
160.0,96
161.0,91
162.0,86
163.0,78
164.0,74
165.0,72
166.0,65
167.0,64
168.0,61
169.0,55
170.0,52
171.0,182
172.0,179
173.0,178
174.0,170
175.0,167
176.0,158
177.0,155
178.0,153
179.0,148
180.0,146
181.0,144
182.0,139
183.0,134
184.0,131
185.0,127
186.0,125
187.0,119
188.0,114
189.0,112
190.0,109
191.0,101
192.0,96
193.0,91
194.0,87
195.0,84
196.0,82
197.0,74
198.0,71
199.0,69
200.0,66
201.0,63
202.0,56
203.0,50
204.0,46
205.0,179
206.0,173
207.0,167
208.0,164
209.0,157
210.0,154
211.0,147
212.0,140
213.0,138
214.0,131
215.0,124
216.0,118
217.0,112
218.0,104
219.0,95
220.0,92
221.0,88
222.0,80
223.0,75
224.0,69
225.0,64
226.0,61
227.0,52
228.0,46
229.0,42
230.0,179
231.0,172
232.0,171
233.0,165
234.0,164
235.0,161
236.0,159
237.0,148
238.0,139
239.0,138
240.0,130
241.0,124
242.0,119
243.0,117
244.0,111
245.0,105
246.0,99
247.0,95
248.0,85
249.0,80
250.0,74
251.0,71
252.0,64
253.0,58
254.0,52
255.0,187
256.0,185
257.0,181
258.0,174
259.0,171
260.0,168
261.0,163
262.0,156
263.0,148
264.0,141
265.0,137
266.0,131
267.0,119
268.0,115
269.0,110
270.0,108
271.0,104
272.0,97
273.0,92
274.0,87
275.0,79
276.0,75
277.0,67
278.0,63
279.0,60
280.0,198
281.0,192
282.0,190
283.0,183
284.0,182
285.0,175
286.0,173
287.0,170
288.0,166
289.0,159
290.0,155
291.0,151
292.0,145
293.0,142
294.0,137
295.0,131
296.0,129
297.0,121
298.0,109
299.0,106
300.0,98
301.0,93
302.0,90
303.0,86
304.0,83
305.0,81
306.0,77
307.0,68
308.0,61
309.0,54
310.0,45
311.0,43
312.0,178
313.0,175
314.0,170
315.0,169
316.0,161
317.0,156
318.0,150
319.0,144
320.0,140
321.0,130
322.0,126
323.0,121
324.0,114
325.0,109
326.0,105
327.0,100
328.0,98
329.0,98
330.0,93
331.0,86
332.0,84
333.0,78
334.0,72
335.0,67
336.0,65
337.0,61
338.0,59
339.0,197
340.0,193
341.0,185
342.0,180
343.0,177
344.0,173
345.0,169
346.0,167
347.0,161
348.0,158
349.0,155
350.0,151
351.0,144
352.0,135
353.0,126
354.0,124
355.0,120
356.0,116
357.0,111
358.0,107
359.0,101
360.0,96
361.0,89
362.0,87
363.0,85
364.0,78
365.0,72
0.0,200
1.0,198
2.0,194
3.0,189
4.0,187
5.0,184
6.0,179
7.0,176
8.0,173
9.0,165
10.0,159
11.0,156
12.0,152
13.0,142
14.0,139
15.0,134
16.0,132
17.0,127
18.0,124
19.0,119
20.0,114
21.0,110
22.0,106
23.0,95
24.0,91
25.0,83
26.0,81
27.0,77
28.0,73
29.0,65
30.0,59
31.0,52
32.0,47
33.0,182
34.0,176
35.0,174
36.0,169
37.0,164
38.0,156
39.0,150
40.0,145
41.0,141
42.0,134
43.0,132
44.0,126
45.0,117
46.0,112
47.0,108
48.0,101
49.0,96
50.0,94
51.0,92
52.0,90
53.0,86
54.0,85
55.0,80
56.0,73
57.0,70
58.0,64
59.0,58
60.0,56
61.0,192
62.0,188
63.0,186
64.0,184
65.0,179
66.0,173
67.0,164
68.0,158
69.0,150
70.0,139
71.0,135
72.0,133
73.0,133
74.0,128
75.0,121
76.0,117
77.0,114
78.0,109
79.0,103
80.0,98
81.0,91
82.0,85
83.0,81
84.0,75
85.0,72
86.0,68
87.0,66
88.0,62
89.0,60
90.0,56
91.0,191
92.0,184
93.0,182
94.0,174
95.0,168
96.0,162
97.0,156
98.0,148
99.0,143
100.0,139
101.0,133
102.0,129
103.0,124
104.0,118
105.0,110
106.0,105
107.0,99
108.0,98
109.0,95
110.0,89
111.0,81
112.0,71
113.0,66
114.0,61
115.0,54
116.0,50
117.0,184
118.0,181
119.0,176
120.0,172
121.0,170
122.0,164
123.0,157
124.0,154
125.0,151
126.0,143
127.0,136
128.0,131
129.0,128
130.0,121
131.0,116
132.0,106
133.0,102
134.0,98
135.0,94
136.0,87
137.0,80
138.0,75
139.0,73
140.0,69
141.0,66
142.0,57
143.0,52
144.0,189
145.0,186
146.0,182
147.0,174
148.0,166
149.0,162
150.0,158
151.0,153
152.0,149
153.0,142
154.0,133
155.0,129
156.0,127
157.0,120
158.0,117
159.0,114
160.0,108
161.0,101
162.0,94
163.0,89
164.0,80
165.0,75
166.0,68
167.0,61
168.0,58
169.0,50
170.0,186
171.0,178
172.0,176
173.0,172
174.0,168
175.0,162
176.0,155
